"id","town_name","x","y","centre","minutes"
1360,"Brightview",152.4916,-27.51975,"Princess Alexandra Hospital",50.71590027
1361,"Cecil Plains",151.1936,-27.53233,"Princess Alexandra Hospital",138.04025191
1362,"Minden Village",152.5591,-27.5357,"Princess Alexandra Hospital",46.44948929
1363,"Kensington Grove - Regency Downs",152.4572,-27.53986,"Princess Alexandra Hospital",51.65972605
1364,"Glenore Grove",152.4122,-27.54114,"Princess Alexandra Hospital",54.25347942
1365,"Helidon",152.1254,-27.54838,"Princess Alexandra Hospital",70.45244663
1366,"Prince Henry Heights",151.9905,-27.55295,"Princess Alexandra Hospital",86.80185357
1367,"Withcott",152.026,-27.55364,"Princess Alexandra Hospital",76.63585619
1368,"Placid Hills",152.2504,-27.5578,"Princess Alexandra Hospital",66.2224794
1369,"Gatton",152.2751,-27.56033,"Princess Alexandra Hospital",62.54882434
1370,"Toowoomba",151.9528,-27.56216,"Princess Alexandra Hospital",88.26447445
1371,"Coochiemudlo Island",153.3328,-27.56886,"Princess Alexandra Hospital",44.25689606
1372,"Marburg",152.5954,-27.56895,"Princess Alexandra Hospital",40.25067943
1373,"Grantham",152.2012,-27.57374,"Princess Alexandra Hospital",70.15459664
1374,"Plainland",152.4165,-27.57656,"Princess Alexandra Hospital",52.16447553
1375,"Forest Hill",152.3549,-27.58999,"Princess Alexandra Hospital",57.99959716
1376,"Macleay Island",153.3615,-27.59184,"Princess Alexandra Hospital",73.83337555
1377,"Walloon",152.6725,-27.60325,"Princess Alexandra Hospital",39.82479035
1378,"Westbrook",151.8757,-27.60355,"Princess Alexandra Hospital",99.63518723
1379,"Lamb Island",153.3798,-27.62387,"Princess Alexandra Hospital",71.52496925
1380,"Thagoona",152.6257,-27.62401,"Princess Alexandra Hospital",41.63568175
1381,"Laidley",152.3938,-27.63099,"Princess Alexandra Hospital",58.33069643
1382,"Rosewood",152.5889,-27.63446,"Princess Alexandra Hospital",44.70891386
1383,"Mount Cotton",153.2508,-27.63515,"Princess Alexandra Hospital",31.84857512
1384,"Laidley Heights",152.3675,-27.63571,"Princess Alexandra Hospital",64.12887747
1385,"Wyreema",151.8542,-27.65743,"Princess Alexandra Hospital",103.00072181
1386,"Ripley",152.7864,-27.66642,"Princess Alexandra Hospital",31.42813773
1387,"Southbrook",151.7128,-27.67579,"Princess Alexandra Hospital",106.04344468
1388,"Russell Island",153.3905,-27.68322,"Princess Alexandra Hospital",79.05485061
1389,"Deebing Heights",152.7546,-27.69709,"Princess Alexandra Hospital",36.3807417
1390,"Cambooya",151.8615,-27.70633,"Princess Alexandra Hospital",106.85816831
1391,"Pittsworth",151.6329,-27.71797,"Princess Alexandra Hospital",112.37610928
1392,"Cabbage Tree Point",153.3552,-27.73664,"Gold Coast University Hospital",30.8583654
1393,"Logan Village",153.1134,-27.77455,"Princess Alexandra Hospital",41.25195715
1394,"Jacobs Well",153.3629,-27.78179,"Gold Coast University Hospital",26.07401449
1395,"Greenmount",151.9059,-27.78299,"Princess Alexandra Hospital",108.43819217
1396,"Peak Crossing",152.7294,-27.78404,"Princess Alexandra Hospital",41.480086
1397,"Harrisville",152.6677,-27.81036,"Princess Alexandra Hospital",48.79239698
1398,"Jimboomba - West",152.9618,-27.81259,"Princess Alexandra Hospital",40.15583666
1399,"Jimboomba",153.0307,-27.83265,"Princess Alexandra Hospital",38.239324
1400,"Mundoolun",153.0767,-27.86482,"Princess Alexandra Hospital",44.67092978
1401,"Cedar Grove",152.9843,-27.86655,"Princess Alexandra Hospital",42.69951376
1402,"Millmerran",151.2671,-27.87814,"Princess Alexandra Hospital",137.99248504
1403,"Cedar Vale",153.002,-27.87876,"Princess Alexandra Hospital",42.92606492
1404,"Tamborine",153.1285,-27.88138,"Gold Coast University Hospital",42.70453687
1405,"Eagle Heights",153.2054,-27.92251,"Gold Coast University Hospital",33.55756187
1406,"Clifton",151.9083,-27.92996,"Princess Alexandra Hospital",120.8941977
1407,"Maudsland",153.2774,-27.93276,"Gold Coast University Hospital",16.32209891
1408,"Kalbar",152.6229,-27.94196,"Princess Alexandra Hospital",58.29706134
1409,"Gleneagle",152.9918,-27.94234,"Princess Alexandra Hospital",50.63844965
1410,"Boyland",153.1642,-27.94939,"Gold Coast University Hospital",39.4530594
1411,"Mount Tamborine",153.2014,-27.97114,"Gold Coast University Hospital",29.05278576
1412,"Mount Nathan",153.2639,-27.97678,"Gold Coast University Hospital",22.69319355
1413,"Aratula",152.5384,-27.98409,"Princess Alexandra Hospital",62.0275709
1414,"Beaudesert",152.9992,-27.98632,"Gold Coast University Hospital",58.07224294
1415,"Gold Coast",153.4277,-27.99114,"Gold Coast University Hospital",10.86359517
1416,"Thargomindah",143.8229,-27.99583,"Princess Alexandra Hospital",636.53277238
1417,"Boonah",152.6824,-27.9978,"Princess Alexandra Hospital",61.17967837
1418,"Canungra",153.1598,-28.01415,"Gold Coast University Hospital",33.14611747
1419,"Allora",151.982,-28.03472,"Princess Alexandra Hospital",109.27837318
1420,"St George",148.5812,-28.03888,"Princess Alexandra Hospital",325.73906934
1421,"Lower Beechmont",153.2516,-28.04105,"Gold Coast University Hospital",24.52312735
1422,"Cunnamulla",145.6832,-28.06921,"Princess Alexandra Hospital",510.4661174
1423,"Kooralbyn",152.8443,-28.08068,"Gold Coast University Hospital",76.96299924
1424,"Beechmont",153.206,-28.09893,"Gold Coast University Hospital",37.62737534
1425,"Springbrook",153.2644,-28.18766,"Gold Coast University Hospital",44.93245988
1426,"Yangan",152.2107,-28.19552,"Princess Alexandra Hospital",110.32258503
1427,"Rathdowney",152.8635,-28.20976,"Gold Coast University Hospital",80.89191179
1428,"Warwick",152.0311,-28.21745,"Princess Alexandra Hospital",110.69038149
1429,"Inglewood",151.0795,-28.41751,"Princess Alexandra Hospital",179.77983077
1430,"Goondiwindi",150.3062,-28.54799,"Princess Alexandra Hospital",226.26842531
1431,"Yelarbon",150.7524,-28.57416,"Princess Alexandra Hospital",206.27735905
1432,"Dirranbandi",148.2271,-28.5841,"Princess Alexandra Hospital",377.35030448
1433,"Stanthorpe",151.9327,-28.65779,"Princess Alexandra Hospital",152.3265671
1434,"Johnstone",148.5382,-28.6787,"Princess Alexandra Hospital",373.71842787
1435,"Smithfield",145.690172,-16.83142,"Townsville University Hospital",252.2861806
1436,"Texas",151.1692,-28.85306,"Princess Alexandra Hospital",203.98724218
1437,"Wallangarra",151.9262,-28.92345,"Princess Alexandra Hospital",176.54359463
1438,"Birdsville",139.3551,-25.8978,"Townsville University Hospital",914.8103257
1439,"Durham",141.811455,-27.397056,"Princess Alexandra Hospital",790.94068159
1440,"Hungerford",144.409847,-28.996741,"Princess Alexandra Hospital",638.80820376
1441,"RBWH",153.0285,-27.447,"Princess Alexandra Hospital",7.17536896
1001,"Boigu Island",142.2153,-9.260192,"Townsville University Hospital",1344.9550912
1002,"Saibai Island",142.6217,-9.38044,"Townsville University Hospital",1274.9550912
1003,"Erub (Darnley) Island",143.7703,-9.585443,"Townsville University Hospital",1364.9550912
1004,"Yorke Island",143.4073,-9.750172,"Townsville University Hospital",1284.9550912
1005,"Iama (Yam) Island",142.7744,-9.900403,"Townsville University Hospital",1174.9550912
1006,"Mer (Murray) Island",144.0504,-9.918105,"Townsville University Hospital",1374.9550912
1007,"Mabuiag Island",142.1829,-9.95718,"Townsville University Hospital",1154.9550912
1008,"Badu Island",142.1388,-10.12322,"Townsville University Hospital",1104.9550912
1009,"St Pauls",142.3349,-10.18488,"Townsville University Hospital",1094.9550912
1010,"Warraber Island",142.8238,-10.20726,"Townsville University Hospital",1114.9550912
1011,"Hammond Island",142.2047,-10.54803,"Townsville University Hospital",1014.9550912
1038,"Gununa",139.178,-16.65843,"Townsville University Hospital",955.3431982
1127,"Hamilton Island",148.9686,-20.35179,"Townsville University Hospital",237.9391187
